sense_question,wordnet_sense
run v_understand_24,run.v.24
run v_understand_25,run.v.26
run v_understand_26,run.v.27
run v_understand_27,run.v.29
run v_understand_28,run.v.30
run v_understand_29,run.v.33
run v_understand_3,run.v.03
run v_understand_30,run.v.34
run v_understand_31,ply.v.03
run v_understand_32,hunt.v.01
run v_understand_33,race.v.02
run v_understand_34,move.v.13
run v_understand_35,melt.v.01
run v_understand_36,ladder.v.01
run v_understand_37,run.v.41
run v_understand_4,operate.v.01
run v_understand_5,run.v.05
run v_understand_6,run.v.06
run v_understand_7,function.v.01
run v_understand_8,range.v.01
run v_understand_9,campaign.v.01
sad adj_say_1,sad.a.01
sad adj_say_2,sad.s.02
sad adj_say_3,deplorable.s.01
sad adj_understand_1,sad.a.01
sad adj_understand_2,sad.s.02
sad adj_understand_3,deplorable.s.01
salt n_say_1,salt.n.02
salt n_say_2,salt.n.04
salt v_say_1,salt.v.01
salt v_say_2,salt.v.02
salt v_say_3,salt.v.03
salt v_say_4,salt.v.04
salt v_understand_1,salt.v.01
salt v_understand_2,salt.v.02
salt v_understand_3,salt.v.03
salt v_understand_4,salt.v.04
same adj_say_1,same.a.01
same adj_say_2,same.a.02
same adj_say_3,like.a.02
same adj_say_4,same.s.04
same adj_understand_1,same.a.01
same adj_understand_2,same.a.02
same adj_understand_3,like.a.02
same adj_understand_4,same.s.04
sandbox n_say_1,sandbox.n.02
sandwich n_say_1,sandwich.n.01
sandwich v_say_1,sandwich.v.01
sandwich v_say_2,sandwich.v.02
sandwich v_understand_1,sandwich.v.01
sandwich v_understand_2,sandwich.v.02
sauce n_say_1,sauce.n.01
sauce v_say_1,sauce.v.02
sauce v_say_2,sauce.v.03
sauce v_understand_1,sauce.v.02
sauce v_understand_2,sauce.v.03
say n_say_1,say.n.01
say v_say_1,state.v.01
say v_say_10,say.v.10
say v_say_11,say.v.11
say v_say_2,allege.v.01
say v_say_3,suppose.v.01
say v_say_4,read.v.02
say v_say_5,order.v.01
say v_say_6,pronounce.v.01
say v_say_7,say.v.07
say v_say_8,say.v.08
say v_say_9,say.v.09
say v_understand_1,state.v.01
say v_understand_10,say.v.10
say v_understand_11,say.v.11
say v_understand_2,allege.v.01
say v_understand_3,suppose.v.01
say v_understand_4,read.v.02
say v_understand_5,order.v.01
say v_understand_6,pronounce.v.01
say v_understand_7,say.v.07
say v_understand_8,say.v.08
say v_understand_9,say.v.09
scared adj_say_1,frightened.s.01
scared adj_understand_1,frightened.s.01
scared v_say_1,frighten.v.01
scared v_say_2,daunt.v.01
scared v_say_3,scar.v.01
scared v_understand_1,frighten.v.01
scared v_understand_2,daunt.v.01
scared v_understand_3,scar.v.01
school n_say_1,school.n.01
school n_say_2,school.n.02
school n_say_3,school.n.03
school n_say_4,school.n.04
school n_say_5,school.n.05
school n_say_6,school.n.06
school n_say_7,school.n.07
school v_say_1,school.v.01
school v_say_2,educate.v.03
school v_say_3,school.v.03
school v_understand_1,school.v.01
school v_understand_2,educate.v.03
school v_understand_3,school.v.03
scissors n_say_1,scissors.n.01
scissors n_say_2,scissors.n.02
scissors n_say_3,scissors.n.03
scissors v_say_1,scissor.v.01
scissors v_understand_1,scissor.v.01
see v_say_1,see.v.01
see v_say_10,see.v.10
see v_say_11,see.v.11
see v_say_12,see.v.12
see v_say_13,visit.v.01
see v_say_14,attend.v.02
see v_say_15,see.v.15
see v_say_16,go_steady.v.01
see v_say_17,see.v.17
see v_say_18,see.v.18
see v_say_19,see.v.19
see v_say_2,understand.v.02
see v_say_20,examine.v.02
see v_say_21,experience.v.01
see v_say_22,see.v.22
see v_say_23,interpret.v.01
see v_say_3,witness.v.02
see v_say_4,visualize.v.01
see v_say_5,see.v.05
see v_say_6,learn.v.02
see v_say_7,watch.v.03
see v_say_8,meet.v.01
see v_say_9,determine.v.08
see v_understand_1,see.v.01
see v_understand_10,see.v.10
see v_understand_11,see.v.11
see v_understand_12,see.v.12
see v_understand_13,visit.v.01
see v_understand_14,attend.v.02
see v_understand_15,see.v.15
see v_understand_16,go_steady.v.01
see v_understand_17,see.v.17
see v_understand_18,see.v.18
see v_understand_19,see.v.19
see v_understand_2,understand.v.02
see v_understand_20,examine.v.02
see v_understand_21,experience.v.01
see v_understand_22,see.v.22
see v_understand_23,interpret.v.01
see v_understand_3,witness.v.02
see v_understand_4,visualize.v.01
see v_understand_5,see.v.05
see v_understand_6,learn.v.02
see v_understand_7,watch.v.03
see v_understand_8,meet.v.01
see v_understand_9,determine.v.08
shake n_say_1,shingle.n.01
shake n_say_2,milkshake.n.01
shake n_say_3,trill.n.01
shake n_say_4,handshake.n.01
shake n_say_5,tremble.n.01
shake n_say_6,wag.n.02
shake v_say_1,shake.v.01
shake v_say_2,shake.v.02
shake v_say_3,judder.v.01
shake v_say_4,rock.v.01
shake v_say_5,shake.v.05
shake v_say_6,stimulate.v.03
shake v_say_7,shake.v.07
shake v_say_8,shake.v.08
shake v_say_9,shake.v.09
shake v_understand_1,shake.v.01
shake v_understand_2,shake.v.02
shake v_understand_3,judder.v.01
shake v_understand_4,rock.v.01
shake v_understand_5,shake.v.05
shake v_understand_6,stimulate.v.03
shake v_understand_7,shake.v.07
shake v_understand_8,shake.v.08
shake v_understand_9,shake.v.09
share n_say_1,share.n.01
share n_say_2,parcel.n.02
share n_say_3,contribution.n.01
share v_say_1,share.v.01
share v_say_2,share.v.02
share v_say_3,partake.v.02
share v_say_4,share.v.04
share v_say_5,share.v.05
share v_understand_1,share.v.01
share v_understand_2,share.v.02
share v_understand_3,partake.v.02
share v_understand_4,share.v.04
share v_understand_5,share.v.05
sheep calibration_say_1,sheep.n.02
sheep calibration_understand_1,sheep.n.02
sheep n_say_1,sheep.n.01
sheep n_say_2,sheep.n.02
sheep n_say_3,sheep.n.03
shirt n_say_1,shirt.n.01
shirt v_say_1,shirt.v.01
shirt v_understand_1,shirt.v.01
shopping n_say_1,shopping.n.01
shopping n_say_2,shopping.n.02
shopping v_say_1,shop.v.01
shopping v_say_2,patronize.v.02
shopping v_say_3,shop.v.03
shopping v_understand_1,shop.v.01
shopping v_understand_2,patronize.v.02
shopping v_understand_3,shop.v.03
shorts n_say_1,short_pants.n.01
shorts n_say_2,drawers.n.01
shorts n_say_3,short.n.01
shorts n_say_4,shortstop.n.02
shoulder n_say_1,shoulder.n.01
shoulder n_say_2,shoulder.n.02
shoulder n_say_3,shoulder.n.03
shoulder n_say_4,shoulder.n.04
shoulder n_say_5,shoulder.n.05
shoulder v_say_1,shoulder.v.01
shoulder v_say_2,shoulder.v.02
shoulder v_say_3,shoulder.v.03
shoulder v_understand_1,shoulder.v.01
shoulder v_understand_2,shoulder.v.02
shoulder v_understand_3,shoulder.v.03
shovel n_say_1,shovel.n.01
shovel n_say_2,shovel.n.02
shovel n_say_3,shovel.n.03
shovel n_say_4,power_shovel.n.01
shovel v_say_1,shovel.v.01
shovel v_understand_1,shovel.v.01
show n_say_1,show.n.01
show n_say_2,display.n.01
show n_say_3,show.n.03
show n_say_4,appearance.n.06
show v_say_1,show.v.01
show v_say_10,show.v.10
show v_say_11,usher.v.01
show v_say_12,show.v.12
show v_say_2,prove.v.02
show v_say_3,testify.v.02
show v_say_4,show.v.04
show v_say_5,picture.v.02
show v_say_6,express.v.01
show v_say_7,indicate.v.02
show v_say_8,show.v.08
show v_say_9,read.v.08
show v_understand_1,show.v.01
show v_understand_10,show.v.10
show v_understand_11,usher.v.01
show v_understand_12,show.v.12
show v_understand_2,prove.v.02
show v_understand_3,testify.v.02
show v_understand_4,show.v.04
show v_understand_5,picture.v.02
show v_understand_6,express.v.01
show v_understand_7,indicate.v.02
show v_understand_8,show.v.08
show v_understand_9,read.v.08
shower n_say_1,shower.n.01
shower n_say_2,shower.n.02
shower n_say_3,shower.n.03
shower n_say_4,shower.n.04
shower n_say_5,exhibitor.n.01
shower n_say_6,shower.n.06
shower v_say_1,lavish.v.01
shower v_say_2,shower.v.02
shower v_say_3,shower.v.03
shower v_say_4,shower.v.04
shower v_say_5,shower.v.05
shower v_understand_1,lavish.v.01
shower v_understand_2,shower.v.02
shower v_understand_3,shower.v.03
shower v_understand_4,shower.v.04
shower v_understand_5,shower.v.05
sick adj_say_1,ill.a.01
sick adj_say_2,nauseated.s.01
sick adj_say_3,brainsick.s.01
sick adj_say_4,disgusted.s.01
sick adj_say_5,sick.s.06
sick adj_say_6,ghastly.s.01
sick adj_understand_1,ill.a.01
sick adj_understand_2,nauseated.s.01
sick adj_understand_3,brainsick.s.01
sick adj_understand_4,disgusted.s.01
sick adj_understand_5,sick.s.06
sick adj_understand_6,ghastly.s.01
sick n_say_1,sick.n.01
sick v_say_1,vomit.v.01
sick v_understand_1,vomit.v.01
sidewalk n_say_1,sidewalk.n.01
sing v_say_1,sing.v.01
sing v_say_2,sing.v.02
sing v_say_3,sing.v.03
sing v_say_4,whistle.v.05
sing v_understand_1,sing.v.01
sing v_understand_2,sing.v.02
sing v_understand_3,sing.v.03
sing v_understand_4,whistle.v.05
sink n_say_1,sink.n.01
sink n_say_2,cesspool.n.01
sink v_say_1,sink.v.01
sink v_say_2,sink.v.02
sink v_say_3,sink.v.03
sink v_say_4,sink.v.04
sink v_say_5,sink.v.05
sink v_say_6,dip.v.08
sink v_say_7,slump.v.03
sink v_say_8,slump.v.02
sink v_say_9,bury.v.05
sink v_understand_1,sink.v.01
sink v_understand_2,sink.v.02
sink v_understand_3,sink.v.03
sink v_understand_4,sink.v.04
sink v_understand_5,sink.v.05
sink v_understand_6,dip.v.08
sink v_understand_7,slump.v.03
sink v_understand_8,slump.v.02
sink v_understand_9,bury.v.05
sister n_say_1,sister.n.01
sister n_say_2,sister.n.02
sister n_say_3,sister.n.03
sit v_say_1,sit.v.01
sit v_say_2,sit.v.02
sit v_say_3,sit_down.v.01
sit v_say_4,model.v.03
sit v_say_5,ride.v.01
sit v_say_6,sit.v.07
sit v_say_7,baby-sit.v.02
sit v_say_8,seat.v.01
sit v_say_9,sit.v.10
sit v_understand_1,sit.v.01
sit v_understand_2,sit.v.02
sit v_understand_3,sit_down.v.01
sit v_understand_4,model.v.03
sit v_understand_5,ride.v.01
sit v_understand_6,sit.v.07
sit v_understand_7,baby-sit.v.02
sit v_understand_8,seat.v.01
sit v_understand_9,sit.v.10
skate n_say_1,skate.n.01
skate v_say_1,skate.v.01
skate v_understand_1,skate.v.01
sky n_say_1,sky.n.01
sky v_say_1,flip.v.06
sky v_understand_1,flip.v.06
sled n_say_1,sled.n.01
sled v_say_1,sled.v.01
sled v_understand_1,sled.v.01
sleep n_say_1,sleep.n.01
sleep n_say_2,sleep.n.02
sleep n_say_3,sleep.n.03
sleep n_say_4,rest.n.05
sleep v_say_1,sleep.v.01
sleep v_say_2,sleep.v.02
sleep v_understand_1,sleep.v.01
sleep v_understand_2,sleep.v.02
sleepy adj_say_1,sleepy.s.01
sleepy adj_understand_1,sleepy.s.01
slide n_say_1,slide.n.01
slide n_say_2,swoop.n.01
slide n_say_3,slide.n.04
slide n_say_4,slide.n.05
slide n_say_5,slide.n.06
slide n_say_6,chute.n.02
slide v_say_1,skid.v.04
slide v_say_2,slither.v.01
slide v_say_3,slide.v.03
slide v_understand_1,skid.v.04
slide v_understand_2,slither.v.01
slide v_understand_3,slide.v.03
slipper n_say_1,slipper.n.01
slipper n_say_2,skidder.n.01
slow adj_say_1,slow.a.01
slow adj_say_2,slow.a.02
slow adj_say_3,dense.s.04
slow adj_say_4,slow.a.04
slow adj_say_5,boring.s.01
slow adj_say_6,dull.s.08
slow adj_understand_1,slow.a.01
slow adj_understand_2,slow.a.02
slow adj_understand_3,dense.s.04
slow adj_understand_4,slow.a.04
slow adj_understand_5,boring.s.01
slow adj_understand_6,dull.s.08
slow r_say_1,slowly.r.01
slow r_say_2,behind.r.03
slow v_say_1,decelerate.v.01
slow v_say_2,slow.v.02
slow v_say_3,slow.v.03
slow v_understand_1,decelerate.v.01
slow v_understand_2,slow.v.02
slow v_understand_3,slow.v.03
smile n_say_1,smile.n.01
smile v_say_1,smile.v.01
smile v_say_2,smile.v.02
smile v_understand_1,smile.v.01
smile v_understand_2,smile.v.02
snack n_say_1,bite.n.04
snack v_say_1,nosh.v.01
snack v_understand_1,nosh.v.01
sneaker n_say_1,gym_shoe.n.01
snow n_say_1,snow.n.01
snow n_say_2,snow.n.02
snow v_say_1,snow.v.01
snow v_say_2,bamboozle.v.01
snow v_understand_1,snow.v.01
snow v_understand_2,bamboozle.v.01
snowman n_say_1,snowman.n.01
so n_say_1,sol.n.03
so r_say_1,so.r.01
so r_say_10,indeed.r.01
so r_say_2,so.r.02
so r_say_3,so.r.03
so r_say_4,so.r.04
so r_say_5,so.r.05
so r_say_7,so.r.07
so r_say_8,then.r.01
so r_say_9,therefore.r.01
soap n_say_1,soap.n.01
soap v_say_1,soap.v.01
soap v_understand_1,soap.v.01
sock n_say_1,sock.n.01
sock v_say_1,sock.v.01
sock v_understand_1,sock.v.01
soda n_say_1,sodium_carbonate.n.01
soda n_say_2,pop.n.02
sofa n_say_1,sofa.n.01
soft adj_say_1,soft.a.01
soft adj_say_10,soft.s.15
soft adj_say_11,soft.s.16
soft adj_say_12,cushy.s.01
soft adj_say_13,balmy.s.02
soft adj_say_14,soft.s.19
soft adj_say_2,soft.a.02
soft adj_say_3,soft.a.03
soft adj_say_4,delicate.s.04
soft adj_say_5,piano.a.01
soft adj_say_6,soft.a.08
soft adj_say_7,indulgent.s.02
soft adj_say_8,gentle.s.01
soft adj_say_9,easy.s.05
soft adj_understand_1,soft.a.01
soft adj_understand_10,soft.s.15
soft adj_understand_11,soft.s.16
soft adj_understand_12,cushy.s.01
soft adj_understand_13,balmy.s.02
soft adj_understand_14,soft.s.19
soft adj_understand_2,soft.a.02
soft adj_understand_3,soft.a.03
soft adj_understand_4,delicate.s.04
soft adj_understand_5,piano.a.01
soft adj_understand_6,soft.a.08
soft adj_understand_7,indulgent.s.02
soft adj_understand_8,gentle.s.01
soft adj_understand_9,easy.s.05
some adj_say_1,some.a.01
some adj_say_2,some.s.02
some adj_say_3,some.s.03
some adj_say_4,some.s.04
some adj_understand_1,some.a.01
some adj_understand_2,some.s.02
some adj_understand_3,some.s.03
some adj_understand_4,some.s.04
some r_say_1,approximately.r.01
soup n_say_1,soup.n.01
soup n_say_2,soup.n.02
soup n_say_3,soup.n.03
spill n_say_1,spill.n.01
spill n_say_2,spill.n.03
spill n_say_3,spill.n.04
spill v_say_1,spill.v.01
spill v_say_2,spill.v.02
spill v_say_3,spill.v.03
spill v_say_4,spill.v.04
spill v_say_5,spill.v.05
spill v_understand_1,spill.v.01
spill v_understand_2,spill.v.02
spill v_understand_3,spill.v.03
spill v_understand_4,spill.v.04
spill v_understand_5,spill.v.05
splash n_say_1,splash.n.01
splash n_say_2,stir.n.01
splash n_say_3,dab.n.02
splash n_say_4,splash.n.04
splash n_say_5,spatter.n.02
splash n_say_6,splash.n.06
splash v_say_1,sprinkle.v.02
splash v_say_2,squelch.v.03
splash v_say_3,spatter.v.01
splash v_say_4,splash.v.04
splash v_say_5,splash.v.05
splash v_say_6,splash.v.06
splash v_say_7,splash.v.07
splash v_understand_1,sprinkle.v.02
splash v_understand_2,squelch.v.03
splash v_understand_3,spatter.v.01
splash v_understand_4,splash.v.04
splash v_understand_5,splash.v.05
splash v_understand_6,splash.v.06
splash v_understand_7,splash.v.07
spoon n_say_1,spoon.n.01
spoon n_say_2,spoon.n.02
spoon v_say_1,spoon.v.01
spoon v_say_2,smooch.v.01
spoon v_understand_1,spoon.v.01
spoon v_understand_2,smooch.v.01
sprinkler n_say_1,sprinkler.n.01
squirrel n_say_1,squirrel.n.01
squirrel n_say_2,squirrel.n.02
stairs n_say_1,stairs.n.01
stairs n_say_2,step.n.04
stand n_say_1,base.n.08
stand n_say_10,stand.n.10
stand n_say_11,bandstand.n.01
stand n_say_12,stand.n.12
stand n_say_2,stand.n.02
stand n_say_3,stand.n.03
stand n_say_4,stand.n.04
stand n_say_5,rack.n.05
stand n_say_6,stand.n.06
stand n_say_7,point_of_view.n.01
stand n_say_8,stall.n.03
stand n_say_9,stand.n.09
stand v_say_1,stand.v.01
stand v_say_10,stand.v.10
stand v_say_11,resist.v.04
stand v_say_2,stand.v.02
stand v_say_3,stand.v.03
stand v_say_4,stand.v.04
stand v_say_5,digest.v.03
stand v_say_6,stand.v.06
stand v_say_7,stand.v.07
stand v_say_8,stand.v.08
stand v_say_9,stand.v.09
stand v_understand_1,stand.v.01
stand v_understand_10,stand.v.10
stand v_understand_11,resist.v.04
stand v_understand_2,stand.v.02
stand v_understand_3,stand.v.03
stand v_understand_4,stand.v.04
stand v_understand_5,digest.v.03
stand v_understand_6,stand.v.06
stand v_understand_7,stand.v.07
stand v_understand_8,stand.v.08
stand v_understand_9,stand.v.09
star adj_say_1,leading.s.01
star adj_understand_1,leading.s.01
star n_say_1,star.n.01
star n_say_2,ace.n.03
star n_say_3,star.n.03
star n_say_4,star.n.04
star n_say_5,star.n.05
star n_say_6,headliner.n.01
star n_say_7,asterisk.n.01
star v_say_1,star.v.01
star v_say_2,star.v.02
star v_say_3,star.v.03
star v_understand_1,star.v.01
star v_understand_2,star.v.02
star v_understand_3,star.v.03
stay n_say_1,stay.n.01
stay n_say_2,arrest.n.02
stay v_say_1,stay.v.01
stay v_say_10,stay.v.10
stay v_say_11,quell.v.02
stay v_say_2,stay.v.02
stay v_say_3,bide.v.01
stay v_say_4,stay.v.04
stay v_say_5,stay.v.05
stay v_say_6,stay.v.06
stay v_say_7,persist.v.03
stay v_say_8,last_out.v.01
stay v_say_9,stay.v.09
stay v_understand_1,stay.v.01
stay v_understand_10,stay.v.10
stay v_understand_11,quell.v.02
stay v_understand_2,stay.v.02
stay v_understand_3,bide.v.01
stay v_understand_4,stay.v.04
stay v_understand_5,stay.v.05
stay v_understand_6,stay.v.06
stay v_understand_7,persist.v.03
stay v_understand_8,last_out.v.01
stay v_understand_9,stay.v.09
stick n_say_1,stick.n.01
stick n_say_2,stick.n.02
stick n_say_3,stick.n.03
stick n_say_4,stick.n.04
stick n_say_5,pin.n.05
stick n_say_6,stick.n.06
stick n_say_7,stick.n.07
stick n_say_8,stick.n.09
stick v_say_1,lodge.v.02
stick v_say_10,cling.v.01
stick v_say_2,stay.v.02
stick v_say_3,adhere.v.06
stick v_say_4,stick.v.04
stick v_say_5,adhere.v.04
stick v_say_6,stick.v.08
stick v_say_7,stick.v.09
stick v_say_8,stick.v.10
stick v_say_9,stick.v.11
stick v_understand_1,lodge.v.02
stick v_understand_10,cling.v.01
stick v_understand_2,stay.v.02
stick v_understand_3,adhere.v.06
stick v_understand_4,stick.v.04
stick v_understand_5,adhere.v.04
stick v_understand_6,stick.v.08
stick v_understand_7,stick.v.09
stick v_understand_8,stick.v.10
stick v_understand_9,stick.v.11
sticky adj_say_1,gluey.s.01
sticky adj_say_2,sticky.s.02
sticky adj_say_3,muggy.s.01
sticky adj_say_4,awkward.s.05
sticky adj_say_5,sticky.s.05
sticky adj_understand_1,gluey.s.01
sticky adj_understand_2,sticky.s.02
sticky adj_understand_3,muggy.s.01
sticky adj_understand_4,awkward.s.05
sticky adj_understand_5,sticky.s.05
stone adj_say_1,stone.s.01
stone adj_understand_1,stone.s.01
stone n_say_1,rock.n.01
stone n_say_2,stone.n.02
stone n_say_3,rock.n.02
stone n_say_4,gem.n.02
stone n_say_5,stone.n.05
stone n_say_6,stone.n.06
stone n_say_7,stone.n.13
stone v_say_1,stone.v.01
stone v_say_2,pit.v.03
stone v_understand_1,stone.v.01
stone v_understand_2,pit.v.03
stop n_say_1,stop.n.01
stop n_say_10,blockage.n.02
stop n_say_2,stop.n.02
stop n_say_3,stop.n.03
stop n_say_4,arrest.n.02
stop n_say_5,stop.n.05
stop n_say_6,period.n.07
stop n_say_7,stop.n.08
stop n_say_8,diaphragm.n.01
stop n_say_9,catch.n.06
stop v_say_1,stop.v.01
stop v_say_10,barricade.v.01
stop v_say_11,hold_on.v.02
stop v_say_2,discontinue.v.01
stop v_say_3,stop.v.03
stop v_say_4,stop.v.04
stop v_say_5,stop.v.05
stop v_say_6,break.v.10
stop v_say_7,check.v.18
stop v_say_8,intercept.v.01
stop v_say_9,end.v.01
stop v_understand_1,stop.v.01
stop v_understand_10,barricade.v.01
stop v_understand_11,hold_on.v.02
stop v_understand_2,discontinue.v.01
stop v_understand_3,stop.v.03
stop v_understand_4,stop.v.04
stop v_understand_5,stop.v.05
stop v_understand_6,break.v.10
stop v_understand_7,check.v.18
stop v_understand_8,intercept.v.01
stop v_understand_9,end.v.01
store n_say_1,shop.n.01
store n_say_2,store.n.02
store n_say_3,memory.n.04
store n_say_4,storehouse.n.01
store v_say_1,store.v.01
store v_say_2,store.v.02
store v_understand_1,store.v.01
store v_understand_2,store.v.02
story n_say_1,narrative.n.01
story n_say_2,story.n.02
story n_say_3,floor.n.02
story n_say_4,history.n.02
story n_say_5,report.n.03
story n_say_6,fib.n.01
stove n_say_1,stove.n.01
stove n_say_2,stove.n.02
strawberry n_say_1,strawberry.n.01
strawberry n_say_2,strawberry.n.02
strawberry n_say_3,strawberry.n.03
street n_say_1,street.n.01
street n_say_2,street.n.02
street n_say_3,street.n.03
street n_say_4,street.n.04
street n_say_5,street.n.05
stroller n_say_1,saunterer.n.01
stroller n_say_2,baby_buggy.n.01
stuck adj_say_1,stuck.a.01
stuck adj_say_2,stuck.s.02
stuck adj_understand_1,stuck.a.01
stuck adj_understand_2,stuck.s.02
stuck v_say_1,stick.v.05
stuck v_say_2,stand_by.v.03
stuck v_say_3,stick.v.12
stuck v_say_4,stick.v.13
stuck v_say_5,stick.v.15
stuck v_say_6,perplex.v.01
stuck v_understand_1,stick.v.05
stuck v_understand_2,stand_by.v.03
stuck v_understand_3,stick.v.12
stuck v_understand_4,stick.v.13
stuck v_understand_5,stick.v.15
stuck v_understand_6,perplex.v.01
sun n_say_1,sun.n.01
sun n_say_2,sunlight.n.01
sun n_say_3,sun.n.03
sun n_say_4,sun.n.04
sun n_say_5,sunday.n.01
sun v_say_1,sun.v.01
sun v_say_2,sun.v.02
sun v_understand_1,sun.v.01
sun v_understand_2,sun.v.02
sweater n_say_1,sweater.n.01
sweater n_say_2,perspirer.n.01
sweep n_say_1,sweep.n.01
sweep n_say_2,sweep.n.04
sweep n_say_3,end_run.n.01
sweep n_say_4,sweep.n.06
sweep v_say_1,brush.v.04
sweep v_say_2,sweep.v.02
sweep v_say_3,sweep.v.03
sweep v_say_4,embroil.v.01
sweep v_say_5,cross.v.05
sweep v_say_6,sweep.v.06
sweep v_say_7,sweep.v.07
sweep v_say_8,sweep.v.08
sweep v_say_9,swing.v.05
sweep v_understand_1,brush.v.04
sweep v_understand_2,sweep.v.02
sweep v_understand_3,sweep.v.03
sweep v_understand_4,embroil.v.01
sweep v_understand_5,cross.v.05
sweep v_understand_6,sweep.v.06
sweep v_understand_7,sweep.v.07
sweep v_understand_8,sweep.v.08
sweep v_understand_9,swing.v.05
swim n_say_1,swimming.n.01
swim v_say_1,swim.v.01
swim v_say_2,float.v.02
swim v_say_3,swim.v.03
swim v_say_4,swim.v.04
swim v_say_5,swim.v.05
swim v_understand_1,swim.v.01
swim v_understand_2,float.v.02
swim v_understand_3,swim.v.03
swim v_understand_4,swim.v.04
swim v_understand_5,swim.v.05
swing n_say_1,swing.n.01
swing n_say_2,swing.n.02
swing n_say_3,swing.n.03
swing n_say_4,swing.n.04
swing n_say_5,swing.n.05
swing n_say_6,lilt.n.01
swing n_say_7,golf_stroke.n.01
swing n_say_8,baseball_swing.n.01
swing n_say_9,swing.n.09
swing v_say_1,swing.v.01
swing v_say_10,swing.v.12
swing v_say_2,swing.v.02
swing v_say_3,swing.v.03
swing v_say_4,swing.v.04
swing v_say_5,swing.v.05
swing v_say_6,dangle.v.01
swing v_say_7,swing.v.07
swing v_say_8,swing.v.08
swing v_say_9,swing.v.10
swing v_understand_1,swing.v.01
swing v_understand_10,swing.v.12
swing v_understand_2,swing.v.02
swing v_understand_3,swing.v.03
swing v_understand_4,swing.v.04
swing v_understand_5,swing.v.05
swing v_understand_6,dangle.v.01
swing v_understand_7,swing.v.07
swing v_understand_8,swing.v.08
swing v_understand_9,swing.v.10
table n_say_1,table.n.01
table n_say_2,table.n.02
table n_say_3,table.n.03
table n_say_4,mesa.n.01
table n_say_5,table.n.05
table n_say_6,board.n.04
table v_say_1,postpone.v.01
table v_say_2,table.v.02
table v_understand_1,postpone.v.01
table v_understand_2,table.v.02
take n_say_1,take.n.02
take v_say_1,take.v.01
take v_say_10,choose.v.01
take v_say_11,accept.v.02
take v_say_12,fill.v.04
take v_say_13,consider.v.03
take v_say_14,necessitate.v.01
take v_say_15,take.v.15
take v_say_16,film.v.01
take v_say_17,remove.v.01
take v_say_18,consume.v.02
take v_say_19,take.v.19
take v_say_2,take.v.02
take v_say_20,take.v.20
take v_say_21,take.v.21
take v_say_22,assume.v.05
take v_say_23,accept.v.05
take v_say_24,take.v.24
take v_say_25,learn.v.04
take v_say_26,claim.v.05
take v_say_27,take.v.27
take v_say_28,aim.v.01
take v_say_29,take.v.29
take v_say_3,lead.v.01
take v_say_30,carry.v.02
take v_say_31,lease.v.04
take v_say_32,subscribe.v.05
take v_say_33,take.v.33
take v_say_34,take.v.34
take v_say_35,claim.v.04
take v_say_36,accept.v.08
take v_say_37,contain.v.05
take v_say_38,take.v.39
take v_say_39,drive.v.16
take v_say_4,take.v.04
take v_say_40,take.v.41
take v_say_41,contract.v.04
take v_say_5,assume.v.03
take v_say_6,take.v.06
take v_say_7,bring.v.01
take v_say_8,take.v.08
take v_say_9,take.v.09
take v_understand_1,take.v.01
take v_understand_10,choose.v.01
take v_understand_11,accept.v.02
take v_understand_12,fill.v.04
take v_understand_13,consider.v.03
take v_understand_14,necessitate.v.01
take v_understand_15,take.v.15
take v_understand_16,film.v.01
take v_understand_17,remove.v.01
take v_understand_18,consume.v.02
take v_understand_19,take.v.19
take v_understand_2,take.v.02
take v_understand_20,take.v.20
take v_understand_21,take.v.21
take v_understand_22,assume.v.05
take v_understand_23,accept.v.05
take v_understand_24,take.v.24
take v_understand_25,learn.v.04
take v_understand_26,claim.v.05
take v_understand_27,take.v.27
take v_understand_28,aim.v.01
take v_understand_29,take.v.29
take v_understand_3,lead.v.01
take v_understand_30,carry.v.02
take v_understand_31,lease.v.04
take v_understand_32,subscribe.v.05
take v_understand_33,take.v.33
take v_understand_34,take.v.34
take v_understand_35,claim.v.04
take v_understand_36,accept.v.08
take v_understand_37,contain.v.05
take v_understand_38,take.v.39
take v_understand_39,drive.v.16
take v_understand_4,take.v.04
take v_understand_40,take.v.41
take v_understand_41,contract.v.04
take v_understand_5,assume.v.03
take v_understand_6,take.v.06
take v_understand_7,bring.v.01
take v_understand_8,take.v.08
take v_understand_9,take.v.09
talk n_say_1,talk.n.01
talk n_say_2,talk.n.02
talk n_say_3,talk.n.03
talk n_say_4,lecture.n.01
talk n_say_5,talk.n.05
talk v_say_1,talk.v.01
talk v_say_2,talk.v.02
talk v_say_3,speak.v.03
talk v_say_4,spill.v.05
talk v_say_5,lecture.v.01
talk v_understand_1,talk.v.01
talk v_understand_2,talk.v.02
talk v_understand_3,speak.v.03
talk v_understand_4,spill.v.05
talk v_understand_5,lecture.v.01
tape n_say_1,tape.n.01
tape n_say_2,tape.n.02
tape n_say_3,tape.n.03
tape n_say_4,tape.n.04
tape n_say_5,magnetic_tape.n.01
tape v_say_1,tape.v.01
tape v_say_2,videotape.v.01
tape v_say_3,record.v.02
tape v_understand_1,tape.v.01
tape v_understand_2,videotape.v.01
tape v_understand_3,record.v.02
taste n_say_1,taste.n.01
taste n_say_2,preference.n.01
taste n_say_3,taste.n.03
taste n_say_4,taste.n.04
taste n_say_5,taste.n.05
