sense_question,wordnet_sense
full adj_say_2,entire.s.01
full adj_say_3,full.s.03
full adj_say_4,full.s.04
full adj_say_5,full.a.05
full adj_say_6,full.s.06
full adj_say_7,broad.s.05
full adj_say_8,wide.s.06
full adj_understand_1,full.a.01
full adj_understand_2,entire.s.01
full adj_understand_3,full.s.03
full adj_understand_4,full.s.04
full adj_understand_5,full.a.05
full adj_understand_6,full.s.06
full adj_understand_7,broad.s.05
full adj_understand_8,wide.s.06
full n_say_1,full_moon.n.01
full r_say_1,fully.r.01
full v_say_1,full.v.01
full v_say_2,wax.v.03
full v_understand_1,full.v.01
full v_understand_2,wax.v.03
game adj_say_1,crippled.s.01
game adj_say_2,game.s.02
game adj_understand_1,crippled.s.01
game adj_understand_2,game.s.02
game n_say_1,game.n.01
game n_say_10,game.n.11
game n_say_2,game.n.02
game n_say_3,game.n.03
game n_say_4,game.n.04
game n_say_5,game.n.05
game n_say_6,game.n.06
game n_say_7,game.n.07
game n_say_8,game.n.09
game n_say_9,game.n.10
game v_say_1,bet_on.v.01
game v_understand_1,bet_on.v.01
garage n_say_1,garage.n.01
garage n_say_2,garage.n.02
garage v_say_1,garage.v.01
garage v_understand_1,garage.v.01
garbage n_say_1,garbage.n.01
garbage n_say_2,drivel.n.01
garbage n_say_3,garbage.n.03
garden n_say_1,garden.n.01
garden n_say_2,garden.n.02
garden n_say_3,garden.n.03
garden v_say_1,garden.v.01
garden v_understand_1,garden.v.01
gas n_say_1,gas.n.01
gas n_say_2,gas.n.02
gas n_say_3,gasoline.n.01
gas n_say_4,flatulence.n.01
gas n_say_5,accelerator.n.01
gas n_say_6,natural_gas.n.01
gas v_say_1,gas.v.01
gas v_say_2,boast.v.01
gas v_understand_1,gas.v.01
gas v_understand_2,boast.v.01
gentle adj_say_1,gentle.s.01
gentle adj_say_2,gentle.s.02
gentle adj_say_3,gentle.s.03
gentle adj_say_4,docile.s.03
gentle adj_say_5,easy.s.05
gentle adj_say_6,easy.s.08
gentle adj_understand_1,gentle.s.01
gentle adj_understand_2,gentle.s.02
gentle adj_understand_3,gentle.s.03
gentle adj_understand_4,docile.s.03
gentle adj_understand_5,easy.s.05
gentle adj_understand_6,easy.s.08
gentle v_say_1,pacify.v.01
gentle v_say_2,gentle.v.03
gentle v_understand_1,pacify.v.01
gentle v_understand_2,gentle.v.03
get n_say_1,get.n.01
get v_say_1,get.v.01
get v_say_10,induce.v.02
get v_say_11,get.v.11
get v_say_12,grow.v.08
get v_say_13,contract.v.04
get v_say_14,get.v.14
get v_say_15,make.v.02
get v_say_16,drive.v.11
get v_say_17,catch.v.18
get v_say_18,catch.v.07
get v_say_19,get.v.19
get v_say_2,become.v.01
get v_say_20,get.v.20
get v_say_21,get.v.21
get v_say_22,get.v.22
get v_say_23,catch.v.21
get v_say_24,catch.v.22
get v_say_25,get.v.25
get v_say_26,scram.v.01
get v_say_27,get.v.27
get v_say_28,get.v.28
get v_say_29,get.v.29
get v_say_3,get.v.03
get v_say_30,catch.v.24
get v_say_31,draw.v.15
get v_say_32,get.v.32
get v_say_33,perplex.v.01
get v_say_34,get_down.v.07
get v_say_35,suffer.v.02
get v_say_4,receive.v.02
get v_say_5,arrive.v.01
get v_say_6,bring.v.04
get v_say_7,experience.v.03
get v_say_8,pay_back.v.02
get v_say_9,have.v.17
get v_understand_1,get.v.01
get v_understand_10,induce.v.02
get v_understand_11,get.v.11
get v_understand_12,grow.v.08
get v_understand_13,contract.v.04
get v_understand_14,get.v.14
get v_understand_15,make.v.02
get v_understand_16,drive.v.11
get v_understand_17,catch.v.18
get v_understand_18,catch.v.07
get v_understand_19,get.v.19
get v_understand_2,become.v.01
get v_understand_20,get.v.20
get v_understand_21,get.v.21
get v_understand_22,get.v.22
get v_understand_23,catch.v.21
get v_understand_24,catch.v.22
get v_understand_25,get.v.25
get v_understand_26,scram.v.01
get v_understand_27,get.v.27
get v_understand_28,get.v.28
get v_understand_29,get.v.29
get v_understand_3,get.v.03
get v_understand_30,catch.v.24
get v_understand_31,draw.v.15
get v_understand_32,get.v.32
get v_understand_33,perplex.v.01
get v_understand_34,get_down.v.07
get v_understand_35,suffer.v.02
get v_understand_4,receive.v.02
get v_understand_5,arrive.v.01
get v_understand_6,bring.v.04
get v_understand_7,experience.v.03
get v_understand_8,pay_back.v.02
get v_understand_9,have.v.17
giraffe n_say_1,giraffe.n.01
girl n_say_1,girl.n.01
girl n_say_2,female_child.n.01
girl n_say_3,daughter.n.01
girl n_say_4,girlfriend.n.02
girl n_say_5,girl.n.05
give n_say_1,give.n.01
give v_say_1,give.v.01
give v_say_10,give.v.10
give v_say_11,render.v.04
give v_say_12,impart.v.01
give v_say_13,establish.v.05
give v_say_14,give.v.14
give v_say_15,give.v.15
give v_say_16,sacrifice.v.01
give v_say_17,pass.v.05
give v_say_18,give.v.18
give v_say_19,give.v.19
give v_say_2,yield.v.01
give v_say_20,give.v.20
give v_say_21,give.v.21
give v_say_22,give.v.21
give v_say_23,move_over.v.01
give v_say_24,feed.v.02
give v_say_25,contribute.v.02
give v_say_26,collapse.v.01
give v_say_27,give.v.27
give v_say_28,give.v.28
give v_say_29,give.v.29
give v_say_3,give.v.03
give v_say_30,afford.v.04
give v_say_31,give.v.31
give v_say_32,give.v.32
give v_say_33,give.v.33
give v_say_34,give.v.34
give v_say_35,give.v.35
give v_say_36,give.v.36
give v_say_37,give.v.37
give v_say_38,give.v.38
give v_say_39,give.v.39
give v_say_4,give.v.04
give v_say_40,give.v.40
give v_say_41,give.v.41
give v_say_42,give.v.42
give v_say_43,give.v.44
give v_say_5,give.v.05
give v_say_6,hold.v.03
give v_say_7,give.v.07
give v_say_8,give.v.08
give v_say_9,give.v.09
give v_understand_1,give.v.01
give v_understand_10,give.v.10
give v_understand_11,render.v.04
give v_understand_12,impart.v.01
give v_understand_13,establish.v.05
give v_understand_14,give.v.14
give v_understand_15,give.v.15
give v_understand_16,sacrifice.v.01
give v_understand_17,pass.v.05
give v_understand_18,give.v.18
give v_understand_19,give.v.19
give v_understand_2,yield.v.01
give v_understand_20,give.v.20
give v_understand_21,give.v.21
give v_understand_22,give.v.21
give v_understand_23,move_over.v.01
give v_understand_24,feed.v.02
give v_understand_25,contribute.v.02
give v_understand_26,collapse.v.01
give v_understand_27,give.v.27
give v_understand_28,give.v.28
give v_understand_29,give.v.29
give v_understand_3,give.v.03
give v_understand_30,afford.v.04
give v_understand_31,give.v.31
give v_understand_32,give.v.32
give v_understand_33,give.v.33
give v_understand_34,give.v.34
give v_understand_35,give.v.35
give v_understand_36,give.v.36
give v_understand_37,give.v.37
give v_understand_38,give.v.38
give v_understand_39,give.v.39
give v_understand_4,give.v.04
give v_understand_40,give.v.40
give v_understand_41,give.v.41
give v_understand_42,give.v.42
give v_understand_43,give.v.44
give v_understand_5,give.v.05
give v_understand_6,hold.v.03
give v_understand_7,give.v.07
give v_understand_8,give.v.08
give v_understand_9,give.v.09
glass n_say_1,glass.n.01
glass n_say_2,glass.n.02
glass n_say_3,glass.n.03
glass n_say_4,looking_glass.n.01
glass n_say_5,glass.n.07
glass v_say_1,glass.v.01
glass v_say_2,glass.v.02
glass v_say_3,glass.v.03
glass v_say_4,glass.v.04
glass v_say_5,glaze.v.02
glass v_understand_1,glass.v.01
glass v_understand_2,glass.v.02
glass v_understand_3,glass.v.03
glass v_understand_4,glass.v.04
glass v_understand_5,glaze.v.02
glasses n_say_1,spectacles.n.01
gloves n_say_1,baseball_glove.n.01
gloves n_say_2,glove.n.02
gloves n_say_3,boxing_glove.n.01
glue n_say_1,glue.n.01
glue v_say_1,glue.v.01
glue v_say_2,glue.v.02
glue v_understand_1,glue.v.01
glue v_understand_2,glue.v.02
go adj_say_1,go.a.01
go adj_say_2,go.a.01
go adj_understand_1,go.a.01
go adj_understand_2,go.a.01
go n_say_1,go.n.01
go n_say_2,crack.n.09
go n_say_3,go.n.04
go v_say_1,travel.v.01
go v_say_10,go.v.10
go v_say_11,sound.v.02
go v_say_12,function.v.01
go v_say_13,run_low.v.01
go v_say_14,move.v.13
go v_say_15,survive.v.01
go v_say_16,go.v.16
go v_say_17,die.v.01
go v_say_18,belong.v.03
go v_say_19,go.v.19
go v_say_2,go.v.02
go v_say_20,start.v.09
go v_say_21,move.v.15
go v_say_22,go.v.22
go v_say_23,go.v.23
go v_say_24,blend.v.02
go v_say_25,go.v.25
go v_say_26,fit.v.02
go v_say_27,rifle.v.02
go v_say_28,go.v.28
go v_say_29,plump.v.04
go v_say_3,go.v.03
go v_say_30,fail.v.04
go v_say_4,become.v.01
go v_say_5,go.v.05
go v_say_6,run.v.05
go v_say_7,run.v.03
go v_say_8,proceed.v.04
go v_say_9,go.v.09
go v_understand_1,travel.v.01
go v_understand_10,go.v.10
go v_understand_11,sound.v.02
go v_understand_12,function.v.01
go v_understand_13,run_low.v.01
go v_understand_14,move.v.13
go v_understand_15,survive.v.01
go v_understand_16,go.v.16
go v_understand_17,die.v.01
go v_understand_18,belong.v.03
go v_understand_19,go.v.19
go v_understand_2,go.v.02
go v_understand_20,start.v.09
go v_understand_21,move.v.15
go v_understand_22,go.v.22
go v_understand_23,go.v.23
go v_understand_24,blend.v.02
go v_understand_25,go.v.25
go v_understand_26,fit.v.02
go v_understand_27,rifle.v.02
go v_understand_28,go.v.28
go v_understand_29,plump.v.04
go v_understand_3,go.v.03
go v_understand_30,fail.v.04
go v_understand_4,become.v.01
go v_understand_5,go.v.05
go v_understand_6,run.v.05
go v_understand_7,run.v.03
go v_understand_8,proceed.v.04
go v_understand_9,go.v.09
good adj_say_1,good.a.01
good adj_say_10,dear.s.02
good adj_say_11,dependable.s.04
good adj_say_12,good.s.12
good adj_say_13,good.s.13
good adj_say_14,effective.s.04
good adj_say_15,good.s.15
good adj_say_16,good.s.16
good adj_say_17,good.s.17
good adj_say_18,good.s.18
good adj_say_19,good.s.19
good adj_say_2,full.s.06
good adj_say_20,good.s.20
good adj_say_21,good.s.21
good adj_say_3,good.a.03
good adj_say_4,estimable.s.02
good adj_say_5,beneficial.s.01
good adj_say_6,good.s.06
good adj_say_7,good.s.07
good adj_say_8,adept.s.01
good adj_say_9,good.s.09
good adj_understand_1,good.a.01
good adj_understand_10,dear.s.02
good adj_understand_11,dependable.s.04
good adj_understand_12,good.s.12
good adj_understand_13,good.s.13
good adj_understand_14,effective.s.04
good adj_understand_15,good.s.15
good adj_understand_16,good.s.16
good adj_understand_17,good.s.17
good adj_understand_18,good.s.18
good adj_understand_19,good.s.19
good adj_understand_2,full.s.06
good adj_understand_20,good.s.20
good adj_understand_21,good.s.21
good adj_understand_3,good.a.03
good adj_understand_4,estimable.s.02
good adj_understand_5,beneficial.s.01
good adj_understand_6,good.s.06
good adj_understand_7,good.s.07
good adj_understand_8,adept.s.01
good adj_understand_9,good.s.09
good n_say_1,good.n.01
good n_say_2,good.n.02
good n_say_3,good.n.03
good n_say_4,commodity.n.01
good r_say_1,well.r.01
good r_say_2,thoroughly.r.02
goose n_say_1,goose.n.01
goose n_say_2,fathead.n.01
goose n_say_3,goose.n.03
grandma calibration_say_1,grandma.n.01
grandma calibration_understand_1,grandma.n.01
grandma n_say_1,grandma.n.01
grandpa n_say_1,grandfather.n.01
grapes n_say_1,grape.n.01
grapes n_say_2,grape.n.02
grass n_say_1,grass.n.01
grass n_say_2,eatage.n.01
grass v_say_1,grass.v.02
grass v_say_2,grass.v.02
grass v_say_3,grass.v.05
grass v_understand_1,grass.v.02
grass v_understand_2,grass.v.02
grass v_understand_3,grass.v.05
green adj_say_1,green.s.01
green adj_say_2,green.a.03
green adj_say_3,green.s.04
green adj_say_4,fleeceable.s.01
green adj_say_5,green.s.01
green adj_say_6,green.a.02
green adj_say_7,green.s.04
green adj_understand_1,green.s.01
green adj_understand_2,green.a.03
green adj_understand_3,green.s.04
green adj_understand_4,fleeceable.s.01
green adj_understand_5,green.s.01
green adj_understand_6,green.a.02
green adj_understand_7,green.s.04
green n_say_1,green.n.01
green n_say_2,park.n.02
green n_say_3,green.n.06
green n_say_4,greens.n.01
green v_say_1,green.v.01
green v_understand_1,green.v.01
gum n_say_1,chewing_gum.n.01
gum n_say_2,gingiva.n.01
gum n_say_3,gum.n.03
gum n_say_4,glue.n.01
gum n_say_5,gumwood.n.01
gum v_say_1,gum.v.01
gum v_say_2,mumble.v.02
gum v_say_3,gum.v.03
gum v_say_4,gum.v.04
gum v_understand_1,gum.v.01
gum v_understand_2,mumble.v.02
gum v_understand_3,gum.v.03
gum v_understand_4,gum.v.04
hair n_say_1,hair.n.01
hair n_say_2,hair's-breadth.n.01
hair n_say_3,hair.n.03
hair n_say_4,hair.n.04
hair n_say_5,hair.n.06
hamburger n_say_1,hamburger.n.01
hamburger n_say_2,ground_beef.n.01
hammer n_say_1,hammer.n.01
hammer n_say_2,hammer.n.02
hammer n_say_3,mallet.n.02
hammer n_say_4,hammer.n.05
hammer n_say_5,hammer.n.06
hammer n_say_6,hammer.n.07
hammer n_say_7,hammer.n.08
hammer v_say_1,hammer.v.01
hammer v_say_2,forge.v.01
hammer v_understand_1,hammer.v.01
hammer v_understand_2,forge.v.01
hand n_say_1,hand.n.01
hand n_say_10,hand.n.13
hand n_say_11,hand.n.14
hand n_say_2,hired_hand.n.01
hand n_say_3,handwriting.n.01
hand n_say_4,hand.n.04
hand n_say_5,hand.n.05
hand n_say_6,hand.n.07
hand n_say_7,hand.n.08
hand n_say_8,hand.n.10
hand n_say_9,hand.n.12
hand v_say_1,pass.v.05
hand v_say_2,hand.v.02
hand v_understand_1,pass.v.05
hand v_understand_2,hand.v.02
happy adj_say_1,happy.a.01
happy adj_say_2,felicitous.s.02
happy adj_say_3,glad.s.02
happy adj_say_4,happy.s.04
happy adj_understand_1,happy.a.01
happy adj_understand_2,felicitous.s.02
happy adj_understand_3,glad.s.02
happy adj_understand_4,happy.s.04
hard adj_say_1,difficult.a.01
hard adj_say_2,hard.a.02
hard adj_say_3,hard.a.03
hard adj_say_4,hard.s.04
hard adj_say_5,arduous.s.01
hard adj_say_6,hard.a.07
hard adj_say_7,intemperate.s.03
hard adj_say_8,hard.s.11
hard adj_say_9,hard.s.12
hard adj_understand_1,difficult.a.01
hard adj_understand_2,hard.a.02
hard adj_understand_3,hard.a.03
hard adj_understand_4,hard.s.04
hard adj_understand_5,arduous.s.01
hard adj_understand_6,hard.a.07
hard adj_understand_7,intemperate.s.03
hard adj_understand_8,hard.s.11
hard adj_understand_9,hard.s.12
hard r_say_1,hard.r.01
hard r_say_10,hard.r.10
hard r_say_2,hard.r.02
hard r_say_3,hard.r.03
hard r_say_4,hard.r.04
hard r_say_5,hard.r.05
hard r_say_6,heavily.r.07
hard r_say_7,hard.r.07
hard r_say_8,hard.r.08
hard r_say_9,hard.r.09
hat n_say_1,hat.n.01
hat n_say_2,hat.n.02
hat v_say_1,hat.v.01
hat v_say_2,hat.v.02
hat v_understand_1,hat.v.01
hat v_understand_2,hat.v.02
have n_say_1,rich_person.n.01
have v_say_1,have.v.01
have v_say_10,have.v.10
have v_say_11,have.v.11
have v_say_12,have.v.12
have v_say_13,induce.v.02
have v_say_14,accept.v.02
have v_say_15,receive.v.01
have v_say_16,suffer.v.02
have v_say_17,have.v.17
have v_say_18,give_birth.v.01
have v_say_2,have.v.02
have v_say_3,experience.v.03
have v_say_4,own.v.01
have v_say_5,get.v.03
have v_say_6,consume.v.02
have v_say_7,have.v.07
have v_say_8,hold.v.03
have v_say_9,have.v.09
have v_understand_1,have.v.01
have v_understand_10,have.v.10
have v_understand_11,have.v.11
have v_understand_12,have.v.12
have v_understand_13,induce.v.02
have v_understand_14,accept.v.02
have v_understand_15,receive.v.01
have v_understand_16,suffer.v.02
have v_understand_17,have.v.17
have v_understand_18,give_birth.v.01
have v_understand_2,have.v.02
have v_understand_3,experience.v.03
have v_understand_4,own.v.01
have v_understand_5,get.v.03
have v_understand_6,consume.v.02
have v_understand_7,have.v.07
have v_understand_8,hold.v.03
have v_understand_9,have.v.09
head n_say_1,head.n.01
head n_say_10,capitulum.n.01
head n_say_11,principal.n.02
head n_say_12,head.n.14
head n_say_13,promontory.n.01
head n_say_14,head.n.17
head n_say_15,forefront.n.01
head n_say_16,pass.n.09
head n_say_17,headway.n.02
head n_say_18,point.n.20
head n_say_19,question.n.02
head n_say_2,head.n.02
head n_say_20,heading.n.01
head n_say_21,head.n.26
head n_say_22,head.n.28
head n_say_23,head.n.29
head n_say_24,head.n.30
head n_say_25,head.n.31
head n_say_3,mind.n.01
head n_say_4,head.n.04
head n_say_5,head.n.05
head n_say_6,head.n.06
head n_say_7,head.n.07
head n_say_8,fountainhead.n.02
head n_say_9,head.n.11
head v_say_1,head.v.01
head v_say_2,head.v.02
head v_say_3,lead.v.04
head v_say_4,head.v.04
head v_say_5,steer.v.01
head v_say_6,head.v.06
head v_say_7,head.v.07
head v_say_8,head.v.08
head v_say_9,head.v.09
head v_understand_1,head.v.01
head v_understand_2,head.v.02
head v_understand_3,lead.v.04
head v_understand_4,head.v.04
head v_understand_5,steer.v.01
head v_understand_6,head.v.06
head v_understand_7,head.v.07
head v_understand_8,head.v.08
head v_understand_9,head.v.09
hear v_say_1,hear.v.01
hear v_say_2,learn.v.02
hear v_say_3,hear.v.04
hear v_say_4,listen.v.02
hear v_understand_1,hear.v.01
hear v_understand_2,learn.v.02
hear v_understand_3,hear.v.04
hear v_understand_4,listen.v.02
heavy adj_say_1,heavy.a.01
heavy adj_say_10,heavy.s.13
heavy adj_say_11,big.s.06
heavy adj_say_12,heavy.s.15
heavy adj_say_13,grave.s.03
heavy adj_say_14,heavy.s.18
heavy adj_say_15,heavy.s.19
heavy adj_say_16,heavy.s.20
heavy adj_say_17,heavy.s.21
heavy adj_say_18,heavy.s.22
heavy adj_say_19,heavy.s.23
heavy adj_say_2,heavy.a.02
heavy adj_say_20,arduous.s.01
heavy adj_say_21,heavy.s.25
heavy adj_say_22,heavy.s.26
heavy adj_say_23,big.s.13
heavy adj_say_3,heavy.a.03
heavy adj_say_4,heavy.a.04
heavy adj_say_5,fleshy.s.01
heavy adj_say_6,heavy.s.07
heavy adj_say_7,heavy.a.08
heavy adj_say_8,dense.s.01
heavy adj_say_9,heavy.s.12
heavy adj_understand_1,heavy.a.01
heavy adj_understand_10,heavy.s.13
heavy adj_understand_11,big.s.06
heavy adj_understand_12,heavy.s.15
heavy adj_understand_13,grave.s.03
heavy adj_understand_14,heavy.s.18
heavy adj_understand_15,heavy.s.19
heavy adj_understand_16,heavy.s.20
heavy adj_understand_17,heavy.s.21
heavy adj_understand_18,heavy.s.22
heavy adj_understand_19,heavy.s.23
heavy adj_understand_2,heavy.a.02
heavy adj_understand_20,arduous.s.01
heavy adj_understand_21,heavy.s.25
heavy adj_understand_22,heavy.s.26
heavy adj_understand_23,big.s.13
heavy adj_understand_3,heavy.a.03
heavy adj_understand_4,heavy.a.04
heavy adj_understand_5,fleshy.s.01
heavy adj_understand_6,heavy.s.07
heavy adj_understand_7,heavy.a.08
heavy adj_understand_8,dense.s.01
heavy adj_understand_9,heavy.s.12
heavy r_say_1,heavy.r.01
helicopter n_say_1,helicopter.n.01
hello n_say_1,hello.n.01
help n_say_1,aid.n.02
help n_say_2,assistant.n.01
help n_say_3,aid.n.01
help n_say_4,avail.n.01
help v_say_1,help.v.01
help v_say_2,help.v.02
help v_say_3,help.v.03
help v_say_4,help_oneself.v.01
help v_say_5,serve.v.05
help v_say_6,help.v.06
help v_say_7,avail.v.03
help v_say_8,help.v.08
help v_understand_1,help.v.01
help v_understand_2,help.v.02
help v_understand_3,help.v.03
help v_understand_4,help_oneself.v.01
help v_understand_5,serve.v.05
help v_understand_6,help.v.06
help v_understand_7,avail.v.03
help v_understand_8,help.v.08
hen n_say_1,hen.n.01
hen n_say_2,hen.n.02
hen n_say_3,hen.n.03
hen n_say_4,hen.n.04
here adj_say_1,here.s.01
here adj_understand_1,here.s.01
here n_say_1,here.n.01
here r_say_1,here.r.01
here r_say_2,here.r.02
here r_say_3,here.r.03
here r_say_4,here.r.04
hide n_say_1,hide.n.01
hide n_say_2,hide.n.02
hide v_say_1,hide.v.01
hide v_say_2,hide.v.02
hide v_say_3,shroud.v.01
hide v_say_4,obscure.v.05
hide v_understand_1,hide.v.01
hide v_understand_2,hide.v.02
hide v_understand_3,shroud.v.01
hide v_understand_4,obscure.v.05
high adj_say_1,high.a.01
high adj_say_2,high.a.02
high adj_say_3,eminent.s.01
high adj_say_4,high.s.05
high adj_say_5,gamey.s.02
high adj_understand_1,high.a.01
high adj_understand_2,high.a.02
high adj_understand_3,eminent.s.01
high adj_understand_4,high.s.05
high adj_understand_5,gamey.s.02
high n_say_1,high.n.01
high n_say_2,high.n.02
high n_say_3,high.n.03
high n_say_4,high.n.05
high n_say_5,senior_high_school.n.01
high n_say_6,high_gear.n.01
high r_say_1,high.r.01
high r_say_2,high.r.02
high r_say_3,high.r.03
high r_say_4,high.r.04
hit n_say_1,hit.n.01
hit n_say_2,hit.n.02
hit n_say_3,hit.n.03
hit n_say_4,collision.n.01
hit n_say_5,hit.n.07
hit v_say_1,hit.v.01
hit v_say_10,strike.v.04
hit v_say_11,murder.v.01
hit v_say_12,hit.v.12
hit v_say_13,reach.v.02
hit v_say_14,strike.v.10
hit v_say_15,hit.v.16
hit v_say_2,hit.v.02
hit v_say_3,hit.v.03
hit v_say_4,reach.v.01
hit v_say_5,hit.v.05
hit v_say_6,shoot.v.01
hit v_say_7,stumble.v.03
hit v_say_8,score.v.01
hit v_say_9,hit.v.09
hit v_understand_1,hit.v.01
hit v_understand_10,strike.v.04
hit v_understand_11,murder.v.01
hit v_understand_12,hit.v.12
hit v_understand_13,reach.v.02
hit v_understand_14,strike.v.10
hit v_understand_15,hit.v.16
hit v_understand_2,hit.v.02
hit v_understand_3,hit.v.03
hit v_understand_4,reach.v.01
hit v_understand_5,hit.v.05
hit v_understand_6,shoot.v.01
hit v_understand_7,stumble.v.03
hit v_understand_8,score.v.01
hit v_understand_9,hit.v.09
hold n_say_1,clasp.n.02
hold n_say_2,appreciation.n.01
hold n_say_3,hold.n.03
hold n_say_4,delay.n.01
